name,typ,node,maxcap,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn
TAMWORTH_O_New_Hampshire,oil,bus_479,18.6,10.4,4.58,8,55.800000000000004,1302.0,18.6,1,1
PLYMOUTH_O_New_Hampshire,oil,bus_479,2.8,10.4,1.21,8,8.399999999999999,196.0,2.8,1,1
PORTSMOUTH_O_New_Hampshire_2,oil,bus_4238,414.0,10.4,88.18,8,1242.0,28980.0,414.0,1,1
CONCORD_C_New_Hampshire,coal,bus_4238,459.2,6.319130925,189.18,4,1377.6,32144.0,151.536,12,12
PORTSMOUTH_C_New_Hampshire,coal,bus_4238,100.0,11.130731756117966,28.58,4,300.0,7000.0,33.0,12,12
HAMPTON_O_New_Hampshire,oil,bus_4238,3.78,10.4,1.08,8,11.34,264.59999999999997,3.78,1,1
HAMPTON_NG_New_Hampshire,ngcc,bus_4238,5.0,4.722233381856098,1.54,3,15.0,350.0,5.0,4,4
LONDONDERRY_NG_New_Hampshire,ngcc,bus_4238,789.99,7.463930807666666,328.84000000000003,3,2369.9700000000003,55299.3,789.99,4,4
CONCORD_O_New_Hampshire_3,oil,bus_4238,20.7,10.4,6.53,8,62.099999999999994,1449.0,20.7,1,1
PORTSMOUTH_NG_New_Hampshire,ngcc,bus_4238,605.49,6.6622459056666665,143.63000000000002,3,1816.47,42384.3,605.49,4,4
PEABODY_NG_Massachusetts,ngcc,bus_4238,71.59,4.6517559846,22.5,3,214.77,5011.3,71.59,4,4
MARBLEHEAD_O_Massachusetts,oil,bus_4238,7.800000000000001,10.4,1.63,8,23.400000000000002,546.0,7.800000000000001,1,1
BOSTON_NG_Massachusetts,ngcc,bus_4238,59.2,3.8485510976666655,16.07,3,177.60000000000002,4144.0,59.2,4,4
SHREWSBURY_O_Massachusetts,oil,bus_4238,14.0,10.4,4.23,8,42.0,980.0,14.0,1,1
BELLINGHAM_NG_Massachusetts,ngcc,bus_4238,964.1,6.528537085400001,341.47,3,2892.3,67487.0,964.1,4,4
LOWELL_NG_Massachusetts,ngcc,bus_4238,85.0,4.8054458775,16.63,3,255.0,5950.0,85.0,4,4
HUDSON_O_Massachusetts,oil,bus_4238,18.3,10.4,4.8100000000000005,8,54.900000000000006,1281.0,18.3,1,1
CAMBRIDGE_NG_Massachusetts,ngcc,bus_4238,274.8,4.910547126,48.49,3,824.4000000000001,19236.0,274.8,4,4
WELLESLEYHILLS_NG_Massachusetts,ngcc,bus_4238,7.199999999999999,4.722233381856098,2.14,3,21.599999999999998,503.99999999999994,7.199999999999999,4,4
BOSTON_O_Massachusetts,oil,bus_4238,133.11,10.400000000000002,40.38,8,399.33000000000004,9317.7,133.11,1,1
CHARLESTOWN_O_Massachusetts,oil,bus_4238,14.2,10.4,6.16,8,42.599999999999994,994.0,14.2,1,1
CAMBRIDGE_O_Massachusetts,oil,bus_4238,20.0,10.4,8.19,8,60.0,1400.0,20.0,1,1
NORTHWEYMOUTH_NG_Massachusetts,ngcc,bus_4238,872.19,7.645708819333334,239.92,3,2616.57,61053.3,872.19,4,4
CHARLESTOWN_NG_Massachusetts,ngcc,bus_4238,2361.38,6.595244782714286,836.87,3,7084.14,165296.6,2361.38,4,4
IPSWICH_NG_Massachusetts,ngcc,bus_4238,8.52,4.722233381856098,2.61,3,25.56,596.4,8.52,4,4
BRAINTREE_NG_Massachusetts,ngcc,bus_4238,217.0,4.93483324425,69.36,3,651.0,15190.0,217.0,4,4
BLACKSTONE_NG_Massachusetts,ngcc,bus_4238,578.0,7.576574950499999,128.74,3,1734.0,40460.0,578.0,4,4
FRAMINGHAM_O_Massachusetts,oil,bus_4238,44.39999999999998,10.4,11.56,8,133.19999999999993,3107.999999999998,44.39999999999998,1,1
CHARLTON_NG_Massachusetts,ngcc,bus_4238,360.0,6.511886853,123.88,3,1080.0,25200.0,360.0,4,4
REVERE_NG_Massachusetts,ngcc,bus_4238,5.8,4.583556069,1.46,3,17.4,406.0,5.8,4,4
WINTHROP_O_Massachusetts,oil,bus_4238,52.0,10.4,9.67,8,156.0,3640.0,52.0,1,1
MEDWAY_O_Massachusetts,oil,bus_4238,135.0,10.4,41.74,8,405.0,9450.0,135.0,1,1
MILFORD_NG_Massachusetts,ngcc,bus_4238,178.0,5.254540441,44.86,3,534.0,12460.0,178.0,4,4
HARRISVILLE_NG_Rhode_Island,ngcc,bus_4238,508.38000000000005,5.215832458,168.78,3,1525.14,35586.600000000006,508.38000000000005,4,4
DAYVILLE_NG_Connecticut,ngcc,bus_4238,840.0,4.914547191333333,216.72000000000003,3,2520.0,58800.0,840.0,4,4
HANOVER_O_New_Hampshire,oil,bus_2289,6.99,10.4,2.66,8,20.97,489.3,6.99,1,1
FLORENCE_O_Vermont,oil,bus_2289,9.2,10.4,2.62,8,27.599999999999998,644.0,9.2,1,1
WESTCHARLESTON_O_Vermont,oil,bus_2289,2.8,10.4,0.39,8,8.399999999999999,196.0,2.8,1,1
BARNARD_O_Vermont,oil,bus_2289,13.2,10.4,2.6,8,39.599999999999994,924.0,13.2,1,1
RUTLAND_O_Vermont,oil,bus_2289,13.2,10.4,3.78,8,39.599999999999994,924.0,13.2,1,1
MIDDLETOWN_NG_New_York_City,ngcc,bus_2289,41.9,4.826207321,18.38,3,125.69999999999999,2933.0,41.9,4,4
TICONDEROGA_O_Upstate_New_York,oil,bus_2289,45.8,10.4,6.15,8,137.39999999999998,3206.0,45.8,1,1
CORINTH_NG_Upstate_New_York,ngcc,bus_2289,147.0,5.045007374,34.37,3,441.0,10290.0,147.0,4,4
SHERRILL_NG_Upstate_New_York,ngcc,bus_2289,64.2,4.7738511435,28.53,3,192.60000000000002,4494.0,64.2,4,4
COOPERSTOWN_O_Upstate_New_York,oil,bus_2289,6.700000000000001,10.4,1.7600000000000002,8,20.1,469.00000000000006,6.700000000000001,1,1
COLCHESTER_O_Vermont,oil,bus_2049,18.0,10.4,5.15,8,54.0,1260.0,18.0,1,1
ESSEXJUNCTION_O_Vermont,oil,bus_2049,8.0,10.4,1.97,8,24.0,560.0,8.0,1,1
BURLINGTON_O_Vermont,oil,bus_2049,25.5,10.4,6.24,8,76.5,1785.0,25.5,1,1
BARRE_O_Vermont,oil,bus_2049,41.8,10.4,18.98,8,125.39999999999999,2926.0,41.8,1,1
VERGENNES_O_Vermont,oil,bus_2049,4.0,10.4,0.6799999999999999,8,12.0,280.0,4.0,1,1
PLATTSBURGH_NG_Upstate_New_York,ngcc,bus_2049,285.6,5.342447509,95.94,3,856.8000000000001,19992.0,285.6,4,4
MASSENA_NG_Upstate_New_York,ngcc,bus_2049,102.1,4.938532639,38.28,3,306.29999999999995,7147.0,102.1,4,4
OGDENSBURG_NG_Upstate_New_York,ngcc,bus_2049,26.9,4.746666667,5.82,3,80.69999999999999,1883.0,26.9,4,4
INDIANORCHARD_C_Massachusetts,coal,bus_1317,5.7,11.130731756117966,1.1,4,17.1,399.0,1.8810000000000002,12,12
NORTHAMPTON_NG_Massachusetts,ngcc,bus_1317,7.0,1.5339526653333333,3.27,3,21.0,490.0,7.0,4,4
LUDLOW_O_Massachusetts,oil,bus_1317,534.6,10.4,158.91000000000005,8,1603.8000000000002,37422.0,534.6,1,1
CHICOPEE_O_Massachusetts,oil,bus_1317,8.100000000000001,10.4,2.25,8,24.300000000000004,567.0000000000001,8.100000000000001,1,1
FITCHBURG_NG_Massachusetts,ngcc,bus_1317,8.1,1.152733584,3.27,3,24.299999999999997,567.0,8.1,4,4
WORCESTER_NG_Massachusetts,ngcc,bus_1317,7.6,1.5284733816666665,2.24,3,22.799999999999997,532.0,7.6,4,4
INDIANORCHARD_NG_Massachusetts,ngcc,bus_5547,260.91,5.208426089333334,42.41,3,782.73,18263.7,260.91,4,4
WESTSPRINGFIELD_NG_Massachusetts,ngcc,bus_5547,233.6,3.5221979686666667,73.0,3,700.8,16352.0,233.6,4,4
AGAWAM_NG_Massachusetts,ngcc,bus_5547,289.0,6.938421509,37.86,3,867.0,20230.0,289.0,4,4
WESTSPRINGFIELD_O_Massachusetts,oil,bus_5547,17.0,10.4,3.71,8,51.0,1190.0,17.0,1,1
WINDSORLOCKS_NG_Connecticut,ngcc,bus_5547,78.01,1.76160584275,18.68,3,234.03000000000003,5460.700000000001,78.01,4,4
GROTON_O_Connecticut,oil,bus_5547,15.0,10.4,3.76,8,45.0,1050.0,15.0,1,1
GROTON_NG_Connecticut,ngcc,bus_5547,40.0,4.617412895399999,12.3,3,120.0,2800.0,40.0,4,4
EASTHARTFORD_NG_Connecticut,ngcc,bus_5547,25.8,4.713783179,9.13,3,77.4,1806.0,25.8,4,4
HARTFORD_NG_Connecticut,ngcc,bus_5547,94.0,1.1849817324999998,35.84,3,282.0,6580.0,94.0,4,4
UNCASVILLE_O_Connecticut,oil,bus_5547,505.32,10.4,152.89,8,1515.96,35372.4,505.32,1,1
LEBANON_O_Connecticut,oil,bus_5547,5.0,10.4,1.94,8,15.0,350.0,5.0,1,1
WALLINGFORD_NG_Connecticut,ngcc,bus_5547,338.8,4.204975198571428,95.25,3,1016.4000000000001,23716.0,338.8,4,4
LEDYARD_NG_Connecticut,ngcc,bus_5547,13.2,2.303829253,4.94,3,39.599999999999994,924.0,13.2,4,4
MONTVILLE_NG_Connecticut,ngcc,bus_5547,17.4,2.32546706,5.13,3,52.199999999999996,1218.0,17.4,4,4
MIDDLETOWN_O_Connecticut,oil,bus_5547,1029.4,10.400000000000002,265.85,8,3088.2000000000003,72058.0,1029.4,1,1
BRISTOL_NG_Connecticut,ngcc,bus_5547,7.0,2.2949447605,2.94,3,21.0,490.0,7.0,4,4
MIDDLETOWN_NG_Connecticut,ngcc,bus_5547,695.8,2.7852792948,319.04999999999995,3,2087.3999999999996,48706.0,695.8,4,4
WATERBURY_NG_Connecticut,ngcc,bus_5547,97.1,4.722233381856098,25.75,3,291.29999999999995,6797.0,97.1,4,4
STORRSMANSFIELD_NG_Connecticut,ngcc,bus_5547,20.700000000000003,3.0698873583333337,7.74,3,62.10000000000001,1449.0000000000002,20.700000000000003,4,4
WALLINGFORD_O_Connecticut,oil,bus_5547,8.3,10.4,2.2299999999999995,8,24.900000000000002,581.0,8.3,1,1
NORWICH_O_Connecticut,oil,bus_5547,12.0,10.4,2.62,8,36.0,840.0,12.0,1,1
SOMERSET_C_Massachusetts,coal,bus_2818,1124.61,6.09607069,213.48,4,3373.83,78722.7,371.12129999999996,12,12
TAUNTON_O_Massachusetts,oil,bus_2818,146.31,10.4,51.92,8,438.93,10241.7,146.31,1,1
NORTHDARTMOUTH_NG_Massachusetts,ngcc,bus_2818,101.7,4.786845049333333,27.86,3,305.1,7119.0,101.7,4,4
DIGHTON_NG_Massachusetts,ngcc,bus_2818,200.0,6.587615283,43.32,3,600.0,14000.0,200.0,4,4
SANDWICH_O_Massachusetts,oil,bus_2818,1165.0,10.4,381.73,8,3495.0,81550.0,1165.0,1,1
SOMERSET_O_Massachusetts,oil,bus_2818,475.5,10.4,61.64,8,1426.5,33285.0,475.5,1,1
PROVIDENCE_NG_Rhode_Island,ngcc,bus_2818,525.38,3.1445361764,188.96,3,1576.1399999999999,36776.6,525.38,4,4
PAWTUCKET_NG_Rhode_Island,ngcc,bus_2818,68.8,4.8266080165,31.67,3,206.39999999999998,4816.0,68.8,4,4
TIVERTON_NG_Rhode_Island,ngcc,bus_2818,272.5,5.7517055465,84.83,3,817.5,19075.0,272.5,4,4
CRANSTON_O_Rhode_Island,oil,bus_2818,10.0,10.4,3.25,8,30.0,700.0,10.0,1,1
JOHNSTON_NG_Rhode_Island,ngcc,bus_2818,596.01,4.401486655666667,160.74,3,1788.03,41720.7,596.01,4,4
NORWICH_O_Connecticut_4,oil,bus_2818,26.5,10.4,6.930000000000001,8,79.5,1855.0,26.5,1,1
DAYVILLE_NG_Connecticut_5,ngcc,bus_2818,4.6,4.594358825,2.04,3,13.799999999999999,322.0,4.6,4,4
PRESTON_O_Connecticut,oil,bus_2818,18.5,10.4,7.16,8,55.5,1295.0,18.5,1,1
PITTSFIELD_O_Massachusetts,oil,bus_2744,21.1,10.4,6.9,8,63.300000000000004,1477.0,21.1,1,1
PITTSFIELD_NG_Massachusetts,ngcc,bus_2744,178.48,3.9017438672,72.72,3,535.4399999999999,12493.599999999999,178.48,4,4
LEE_O_Massachusetts,oil,bus_2744,20.4,10.4,6.05,8,61.199999999999996,1428.0,20.4,1,1
MERIDEN_O_Connecticut,oil,bus_6353,21.8,10.4,9.58,8,65.4,1526.0,21.8,1,1
BRIDGEPORT_O_Connecticut,oil,bus_6353,18.6,10.4,7.9,8,55.800000000000004,1302.0,18.6,1,1
MILFORD_O_Connecticut,oil,bus_6353,464.5999999999999,10.4,129.91,8,1393.7999999999997,32521.999999999993,464.5999999999999,1,1
MILFORD_NG_Connecticut,ngcc,bus_6353,578.0,7.416394486,186.33,3,1734.0,40460.0,578.0,4,4
FAIRFIELD_NG_Connecticut,ngcc,bus_6353,4.5,4.595441595,1.03,3,13.5,315.0,4.5,4,4
BRIDGEPORT_C_Connecticut,coal,bus_6353,400.0,11.130731756117966,80.52,4,1200.0,28000.0,132.0,12,12
EASTHAVEN_O_Connecticut,oil,bus_6353,641.48,10.4,233.42,8,1924.44,44903.6,641.48,1,1
STAMFORD_O_Connecticut,oil,bus_6353,116.0,10.4,41.15,8,348.0,8120.0,116.0,1,1
BRIDGEPORT_NG_Connecticut,ngcc,bus_6353,534.8900000000001,5.813059476499999,128.21,3,1604.6700000000003,37442.30000000001,534.8900000000001,4,4
NORWALK_O_Connecticut,oil,bus_6353,6.0,10.4,2.5,8,18.0,420.0,6.0,1,1
STONYBROOK_NG_New_York_City,ngcc,bus_6353,47.0,4.892217757,6.08,3,141.0,3290.0,47.0,4,4
HOLTSVILLE_O_New_York_City,oil,bus_6353,567.0,10.4,134.58999999999995,8,1701.0,39690.0,567.0,1,1
BRONX_NG_New_York_City,ngcc,bus_6353,50.1,2.6508068314285715,16.79,3,150.3,3507.0,50.1,4,4
SPEONK_O_New_York_City,oil,bus_6353,311.3,10.4,61.24,8,933.9000000000001,21791.0,311.3,1,1
HOLTSVILLE_NG_New_York_City,ngcc,bus_6353,164.0,5.1625772355,58.91,3,492.0,11480.0,164.0,4,4
BRENTWOOD_NG_New_York_City,ngcc,bus_6353,147.0,4.906831934,65.5,3,441.0,10290.0,147.0,4,4
GREENPORT_O_New_York_City,oil,bus_6353,80.6,10.4,32.559999999999995,8,241.79999999999998,5642.0,80.6,1,1
ISLANDPARK_NG_New_York_City,ngcc,bus_6353,669.22,5.22822290375,185.49999999999997,3,2007.66,46845.4,669.22,4,4
GLENWOODLANDING_NG_New_York_City,ngcc,bus_6353,106.0,4.9598097095,32.77,3,318.0,7420.0,106.0,4,4
FREEPORT_O_New_York_City,oil,bus_6353,32.2,10.400000000000002,8.61,8,96.60000000000001,2254.0,32.2,1,1
NORTHPORT_O_New_York_City,oil,bus_6353,16.0,10.4,1.71,8,48.0,1120.0,16.0,1,1
PORTJEFFERSONSTATION_NG_New_York_City,ngcc,bus_6353,482.0,5.7496138445,167.47,3,1446.0,33740.0,482.0,4,4
FREEPORT_NG_New_York_City,ngcc,bus_6353,180.5,4.970807102666667,50.64,3,541.5,12635.0,180.5,4,4
HICKSVILLE_NG_New_York_City,ngcc,bus_6353,240.6,2.642261352272728,92.54,3,721.8,16842.0,240.6,4,4
ASTORIA_NG_New_York_City,ngcc,bus_6353,650.01,6.762159690333334,194.07,3,1950.03,45500.7,650.01,4,4
EASTHAMPTON_O_New_York_City,oil,bus_6353,27.32,10.4,10.14,8,81.96000000000001,1912.4,27.32,1,1
FARROCKAWAY_O_New_York_City,oil,bus_6353,60.5,10.4,14.65,8,181.5,4235.0,60.5,1,1
BROOKHAVEN_O_New_York_City,oil,bus_6353,100.0,10.4,17.5,8,300.0,7000.0,100.0,1,1
YAPHANK_NG_New_York_City,ngcc,bus_6353,351.5,3.1389519355,110.41,3,1054.5,24605.0,351.5,4,4
PORTJEFFERSONSTATION_O_New_York_City,oil,bus_6353,16.0,10.4,7.87,8,48.0,1120.0,16.0,1,1
NORTHPORT_NG_New_York_City,ngcc,bus_6353,1548.0,8.46925065675,346.2,3,4644.0,108360.0,1548.0,4,4
FARROCKAWAY_NG_New_York_City,ngcc,bus_6353,60.5,5.006702413,22.11,3,181.5,4235.0,60.5,4,4
JAMAICA_NG_New_York_City,ngcc,bus_6353,124.0,2.082995694142857,45.14999999999999,3,372.0,8680.0,124.0,4,4
WESTBABYLON_O_New_York_City,oil,bus_6353,52.8,10.4,22.39,8,158.39999999999998,3696.0,52.8,1,1
HEMPSTEAD_NG_New_York_City,ngcc,bus_6353,4.0,4.722233381856098,1.4,3,12.0,280.0,4.0,4,4
OCEANSIDE_O_New_York_City,oil,bus_6353,4.4,10.4,1.4500000000000002,8,13.200000000000001,308.0,4.4,1,1
WESTBABYLON_NG_New_York_City,ngcc,bus_6353,82.0,4.8145919045,14.86,3,246.0,5740.0,82.0,4,4
OCEANSIDE_NG_New_York_City,ngcc,bus_6353,29.4,3.064790695,9.760000000000002,3,88.19999999999999,2058.0,29.4,4,4
GLENWOODLANDING_O_New_York_City,oil,bus_6353,126.0,10.4,34.13,8,378.0,8820.0,126.0,1,1
GARDENCITY_NG_New_York_City,ngcc,bus_6353,55.0,4.7458724505,15.81,3,165.0,3850.0,55.0,4,4
SOUTHAMPTON_O_New_York_City,oil,bus_6353,11.5,10.4,4.45,8,34.5,805.0,11.5,1,1
TORRINGTON_O_Connecticut,oil,bus_2767,43.6,10.4,11.57,8,130.8,3052.0,43.6,1,1
NEWMILFORD_NG_Connecticut,ngcc,bus_2767,36.3,4.6267271333333335,11.03,3,108.89999999999999,2541.0,36.3,4,4
DANBURY_NG_Connecticut,ngcc,bus_2767,4.3,4.592823713,2.04,3,12.899999999999999,301.0,4.3,4,4
NEWYORK_O_New_York_City,oil,bus_5725,44.28,10.4,11.57,8,132.84,3099.6,44.28,1,1
BRONX_NG_New_York_City_6,ngcc,bus_5725,191.6,2.4375333035,66.68,3,574.8,13412.0,191.6,4,4
ASTORIA_O_New_York_City,oil,bus_5725,144.12,10.4,40.2,8,432.36,10088.4,144.12,1,1
PEARLRIVER_NG_New_York_City,ngcc,bus_5725,23.4,4.5978647532,8.19,3,70.19999999999999,1638.0,23.4,4,4
HILLBURN_NG_New_York_City,ngcc,bus_5725,46.5,4.722233381856098,22.4,3,139.5,3255.0,46.5,4,4
NEWYORK_NG_New_York_City,ngcc,bus_5725,30.51,4.615364661999999,8.72,3,91.53,2135.7000000000003,30.51,4,4
ASTORIA_NG_New_York_City_7,ngcc,bus_5725,1858.0,7.1052029502857135,458.49,3,5574.0,130060.0,1858.0,4,4
LONGISLANDCITY_NG_New_York_City,ngcc,bus_6934,2600.0200000000004,6.799783817454545,734.3299999999999,3,7800.060000000001,182001.40000000002,2600.0200000000004,4,4
QUEENSVILLAGE_NG_New_York_City,ngcc,bus_6934,94.0,4.8975374375000005,35.03,3,282.0,6580.0,94.0,4,4
NEWYORK_NG_New_York_City_8,ngcc,bus_6934,6.4,2.296401515,2.03,3,19.200000000000003,448.0,6.4,4,4
ASTORIA_NG_New_York_City_9,ngcc,bus_6934,1109.7899999999995,5.4999437199,272.66,3,3329.3699999999985,77685.29999999996,1109.7899999999995,4,4
BROOKLYN_NG_New_York_City,ngcc,bus_6934,59.0,4.673257988333333,18.5,3,177.0,4130.0,59.0,4,4
BROOKLYN_O_New_York_City,oil,bus_6934,56.5,10.4,20.34,8,169.5,3955.0,56.5,1,1
NEWYORK_O_New_York_City_10,oil,bus_6934,356.2,10.4,66.9,8,1068.6,24934.0,356.2,1,1
NEWBURGH_O_New_York_City,oil,bus_7275,151.57999999999998,10.4,51.42999999999999,8,454.73999999999995,10610.599999999999,151.57999999999998,1,1
NEWBURGH_C_New_York_City,coal,bus_7275,386.5,11.67659844,118.75,4,1159.5,27055.0,127.545,12,12
NEWBURGH_NG_New_York_City,ngcc,bus_7275,1243.4,4.722233381856098,237.41,3,3730.2000000000003,87038.0,1243.4,4,4
BROOKLYN_O_New_York_City_11,oil,bus_7211,319.98,10.4,116.46,8,959.94,22398.600000000002,319.98,1,1
STATENISLAND_NG_New_York_City,ngcc,bus_7211,48.6,1.6371330336666663,10.31,3,145.8,3402.0,48.6,4,4
BROOKLYN_NG_New_York_City_12,ngcc,bus_7211,1089.8,4.4849212227,308.69,3,3269.3999999999996,76286.0,1089.8,4,4
NEWYORK_NG_New_York_City_13,ngcc,bus_7211,366.3,5.2979483588,122.87,3,1098.9,25641.0,366.3,4,4
WESTHAVERSTRAW_NG_New_York_City,ngcc,bus_7259,1242.0,4.722233381856098,347.03000000000003,3,3726.0,86940.0,1242.0,4,4
DRESDEN_C_Upstate_New_York,coal,bus_6752,112.5,9.853049229,27.59,4,337.5,7875.0,37.125,12,12
BINGHAMTON_NG_Upstate_New_York,ngcc,bus_6752,47.7,4.870224555,11.28,3,143.10000000000002,3339.0,47.7,4,4
ARCHBALD_NG_Pennsylvania_Eastern,ngcc,bus_6752,60.5,4.918154762,6.3,3,181.5,4235.0,60.5,4,4
MEHOOPANY_NG_Pennsylvania_Eastern,ngcc,bus_6752,120.2,3.265507685,32.6,3,360.6,8414.0,120.2,4,4
STATENISLAND_NG_New_York_City_14,ngcc,bus_11268,895.5,6.167823543666667,375.51,3,2686.5,62685.0,895.5,4,4
LAKEWOOD_NG_New_Jersey,ngcc,bus_11268,626.0,5.6169949038,177.39,3,1878.0,43820.0,626.0,4,4
BRIDGEWATER_NG_New_Jersey,ngcc,bus_11268,8.0,4.722233381856098,1.87,3,24.0,560.0,8.0,4,4
HACKETTSTOWN_NG_New_Jersey,ngcc,bus_11268,10.2,4.722233381856098,4.07,3,30.599999999999998,714.0,10.2,4,4
PARLIN_NG_New_Jersey,ngcc,bus_11268,135.0,4.795630808,40.33,3,405.0,9450.0,135.0,4,4
SEWAREN_NG_New_Jersey,ngcc,bus_11268,452.2,5.55689212275,182.53000000000003,3,1356.6,31654.0,452.2,4,4
SOUTHAMBOY_O_New_Jersey,oil,bus_11268,212.0,10.4,68.75,8,636.0,14840.0,212.0,1,1
SAYREVILLE_NG_New_Jersey,ngcc,bus_11268,1207.24,4.738569444727273,397.25,3,3621.7200000000003,84506.8,1207.24,4,4
SAYREVILLE_O_New_Jersey,oil,bus_11268,53.0,10.4,17.26,8,159.0,3710.0,53.0,1,1
LINDEN_NG_New_Jersey,ngcc,bus_11268,1355.5800000000002,6.9408406395,365.49,3,4066.7400000000007,94890.6,1355.5800000000002,4,4
EDISON_NG_New_Jersey,ngcc,bus_11268,501.6,5.197642341666667,157.35000000000002,3,1504.8000000000002,35112.0,501.6,4,4
TRENTON_NG_New_Jersey,ngcc,bus_11268,10.6,4.722233381856098,4.359999999999999,3,31.799999999999997,742.0,10.6,4,4
HIGHLANDPARK_NG_New_Jersey,ngcc,bus_11268,10.5,4.722233381856098,2.18,3,31.5,735.0,10.5,4,4
SEWAREN_O_New_Jersey,oil,bus_11268,115.2,10.4,30.53,8,345.6,8064.0,115.2,1,1
PORTLAND_O_Pennsylvania_Eastern,oil,bus_11268,194.01,10.4,66.69,8,582.03,13580.699999999999,194.01,1,1
BANGOR_NG_Pennsylvania_Eastern,ngcc,bus_11268,89.2,4.687302109,18.64,3,267.6,6244.0,89.2,4,4
OSWEGO_NG_Upstate_New_York,ngcc,bus_9558,1143.5200000000002,6.006260921999999,431.89,3,3430.5600000000004,80046.40000000001,1143.5200000000002,4,4
AUBURN_NG_Upstate_New_York,ngcc,bus_9558,7.0,4.722233381856098,3.31,3,21.0,490.0,7.0,4,4
OSWEGO_O_Upstate_New_York,oil,bus_9558,1804.7,10.4,620.35,8,5414.1,126329.0,1804.7,1,1
BATAVIA_NG_Upstate_New_York,ngcc,bus_9558,66.2,4.8000214295,27.48,3,198.60000000000002,4634.0,66.2,4,4
SYRACUSE_NG_Upstate_New_York,ngcc,bus_9558,102.7,4.8789516395,24.71,3,308.1,7189.0,102.7,4,4
ROCHESTER_NG_Upstate_New_York,ngcc,bus_9558,31.800000000000004,1.5481869311666667,11.75,3,95.4,2226.0000000000005,31.800000000000004,4,4
LANSING_C_Upstate_New_York,coal,bus_9558,322.5,5.27554535,82.28,4,967.5,22575.0,106.42500000000001,12,12
OAKFIELD_NG_Upstate_New_York,ngcc,bus_9558,5.8,4.722233381856098,0.87,3,17.4,406.0,5.8,4,4
CARTHAGE_NG_Upstate_New_York,ngcc,bus_9558,62.9,4.767783406,25.9,3,188.7,4403.0,62.9,4,4
ROCHESTER_C_Upstate_New_York,coal,bus_9558,129.9,1.3682745825,35.77,4,389.70000000000005,9093.0,42.867000000000004,12,12
EASTSYRACUSE_NG_Upstate_New_York,ngcc,bus_9558,122.61,4.794635374333333,29.04,3,367.83,8582.7,122.61,4,4
BEAVERFALLS_NG_Upstate_New_York,ngcc,bus_9558,107.8,4.9568950825,41.11,3,323.4,7546.0,107.8,4,4
RENSSELAER_NG_Upstate_New_York,ngcc,bus_9610,741.9000000000001,6.188931633,263.98,3,2225.7000000000003,51933.00000000001,741.9000000000001,4,4
TROY_NG_Upstate_New_York,ngcc,bus_9610,6.0,4.722233381856098,2.0700000000000003,3,18.0,420.0,6.0,4,4
CAIRO_O_Upstate_New_York,oil,bus_9610,21.6,10.4,10.34,8,64.80000000000001,1512.0,21.6,1,1
ALBANY_NG_Upstate_New_York,ngcc,bus_9610,4.6,4.722233381856098,0.77,3,13.799999999999999,322.0,4.6,4,4
ATHENS_NG_Upstate_New_York,ngcc,bus_9610,1323.0,6.831850275833333,388.9,3,3969.0,92610.0,1323.0,4,4
